release_period,state,measure_id,bottom-box_percentage,middle-box_percentage,top-box_percentage,state_name,region,nps
2021,SC,H_RECMND,6.0,23.0,71.0,South Carolina,South Atlantic,65.0
2021,SD,H_RECMND,2.0,16.0,82.0,South Dakota,West North Central,80.0
2021,TN,H_RECMND,6.0,24.0,70.0,Tennessee,East South Central,64.0
2021,TX,H_RECMND,5.0,21.0,74.0,Texas,West South Central,69.0
2021,UT,H_RECMND,4.0,20.0,76.0,Utah,Mountain,72.0
2021,VA,H_RECMND,5.0,25.0,70.0,Virginia,South Atlantic,65.0
2021,VT,H_RECMND,4.0,20.0,76.0,Vermont,New England,72.0
2021,WA,H_RECMND,4.0,23.0,73.0,Washington,Pacific,69.0
2021,WI,H_RECMND,3.0,21.0,76.0,Wisconsin,East North Central,73.0
2021,WV,H_RECMND,5.0,26.0,69.0,West Virginia,South Atlantic,64.0
2021,WY,H_RECMND,3.0,27.0,70.0,Wyoming,Mountain,67.0
2022,AK,H_RECMND,4.0,27.0,69.0,Alaska,Pacific,65.0
2022,AL,H_RECMND,6.0,25.0,69.0,Alabama,East South Central,63.0
2022,AR,H_RECMND,6.0,25.0,69.0,Arkansas,West South Central,63.0
2022,AZ,H_RECMND,8.0,24.0,68.0,Arizona,Mountain,60.0
2022,CA,H_RECMND,8.0,23.0,69.0,California,Pacific,61.0
2022,CO,H_RECMND,4.0,21.0,75.0,Colorado,Mountain,71.0
2022,CT,H_RECMND,6.0,24.0,70.0,Connecticut,New England,64.0
2022,DC,H_RECMND,9.0,29.0,62.0,District of Columbia,South Atlantic,53.0
2022,DE,H_RECMND,6.0,27.0,67.0,Delaware,South Atlantic,61.0
2022,FL,H_RECMND,9.0,24.0,67.0,Florida,South Atlantic,58.0
2022,GA,H_RECMND,7.0,24.0,69.0,Georgia,South Atlantic,62.0
2022,HI,H_RECMND,7.0,25.0,68.0,Hawaii,Pacific,61.0
2022,IA,H_RECMND,3.0,21.0,76.0,Iowa,West North Central,73.0
2022,ID,H_RECMND,3.0,23.0,74.0,Idaho,Mountain,71.0
2022,IL,H_RECMND,6.0,25.0,69.0,Illinois,East North Central,63.0
2022,IN,H_RECMND,4.0,25.0,71.0,Indiana,East North Central,67.0
2022,KS,H_RECMND,3.0,21.0,76.0,Kansas,West North Central,73.0
2022,KY,H_RECMND,6.0,25.0,69.0,Kentucky,East South Central,63.0
2022,LA,H_RECMND,5.0,20.0,75.0,Louisiana,West South Central,70.0
2022,MA,H_RECMND,5.0,24.0,71.0,Massachusetts,New England,66.0
2022,MD,H_RECMND,8.0,27.0,65.0,Maryland,South Atlantic,57.0
2022,ME,H_RECMND,4.0,21.0,75.0,Maine,New England,71.0
2022,MI,H_RECMND,5.0,25.0,70.0,Michigan,East North Central,65.0
2022,MN,H_RECMND,3.0,20.0,77.0,Minnesota,West North Central,74.0
2022,MO,H_RECMND,5.0,26.0,69.0,Missouri,West North Central,64.0
2022,MS,H_RECMND,6.0,23.0,71.0,Mississippi,East South Central,65.0
2022,MT,H_RECMND,5.0,24.0,71.0,Montana,Mountain,66.0
2022,NC,H_RECMND,6.0,25.0,69.0,North Carolina,South Atlantic,63.0
2022,ND,H_RECMND,4.0,20.0,76.0,North Dakota,West North Central,72.0
2022,NE,H_RECMND,3.0,20.0,77.0,Nebraska,West North Central,74.0
2022,NH,H_RECMND,5.0,23.0,72.0,New Hampshire,New England,67.0
2022,NJ,H_RECMND,8.0,27.0,65.0,New Jersey,Mid-Atlantic,57.0
2022,NM,H_RECMND,7.0,27.0,66.0,New Mexico,Mountain,59.0
2022,NV,H_RECMND,10.0,25.0,65.0,Nevada,Mountain,55.0
2022,NY,H_RECMND,8.0,27.0,65.0,New York,Mid-Atlantic,57.0
2022,OH,H_RECMND,5.0,24.0,71.0,Ohio,East North Central,66.0
2022,OK,H_RECMND,6.0,21.0,73.0,Oklahoma,West South Central,67.0
2022,OR,H_RECMND,4.0,22.0,74.0,Oregon,Pacific,70.0
2022,PA,H_RECMND,6.0,24.0,70.0,Pennsylvania,Mid-Atlantic,64.0
2022,RI,H_RECMND,7.0,21.0,72.0,Rhode Island,New England,65.0
2022,SC,H_RECMND,6.0,25.0,69.0,South Carolina,South Atlantic,63.0
2022,SD,H_RECMND,2.0,19.0,79.0,South Dakota,West North Central,77.0
2022,TN,H_RECMND,7.0,24.0,69.0,Tennessee,East South Central,62.0
2022,TX,H_RECMND,6.0,21.0,73.0,Texas,West South Central,67.0
2022,UT,H_RECMND,4.0,20.0,76.0,Utah,Mountain,72.0
2022,VA,H_RECMND,6.0,25.0,69.0,Virginia,South Atlantic,63.0
2022,VT,H_RECMND,4.0,20.0,76.0,Vermont,New England,72.0
2022,WA,H_RECMND,5.0,22.0,73.0,Washington,Pacific,68.0
2022,WI,H_RECMND,4.0,22.0,74.0,Wisconsin,East North Central,70.0
2022,WV,H_RECMND,6.0,24.0,70.0,West Virginia,South Atlantic,64.0
2022,WY,H_RECMND,4.0,27.0,69.0,Wyoming,Mountain,65.0
2023,AK,H_RECMND,3.0,24.0,73.0,Alaska,Pacific,70.0
2023,AL,H_RECMND,7.0,25.0,68.0,Alabama,East South Central,61.0
2023,AR,H_RECMND,5.0,25.0,70.0,Arkansas,West South Central,65.0
2023,AZ,H_RECMND,8.0,27.0,65.0,Arizona,Mountain,57.0
2023,CA,H_RECMND,8.0,26.0,66.0,California,Pacific,58.0
2023,CO,H_RECMND,4.0,22.0,74.0,Colorado,Mountain,70.0
2023,CT,H_RECMND,7.0,26.0,67.0,Connecticut,New England,60.0
2023,DC,H_RECMND,12.0,29.0,59.0,District of Columbia,South Atlantic,47.0
2023,DE,H_RECMND,8.0,29.0,63.0,Delaware,South Atlantic,55.0
2023,FL,H_RECMND,10.0,25.0,65.0,Florida,South Atlantic,55.0
2023,GA,H_RECMND,7.0,26.0,67.0,Georgia,South Atlantic,60.0
2023,HI,H_RECMND,7.0,27.0,66.0,Hawaii,Pacific,59.0
2023,IA,H_RECMND,3.0,22.0,75.0,Iowa,West North Central,72.0
2023,ID,H_RECMND,4.0,22.0,74.0,Idaho,Mountain,70.0
2023,IL,H_RECMND,7.0,27.0,66.0,Illinois,East North Central,59.0
2023,IN,H_RECMND,5.0,24.0,71.0,Indiana,East North Central,66.0
2023,KS,H_RECMND,3.0,22.0,75.0,Kansas,West North Central,72.0
2023,KY,H_RECMND,7.0,26.0,67.0,Kentucky,East South Central,60.0
2023,LA,H_RECMND,5.0,22.0,73.0,Louisiana,West South Central,68.0
2023,MA,H_RECMND,7.0,24.0,69.0,Massachusetts,New England,62.0
2023,MD,H_RECMND,9.0,28.0,63.0,Maryland,South Atlantic,54.0
2023,ME,H_RECMND,5.0,24.0,71.0,Maine,New England,66.0
2023,MI,H_RECMND,6.0,26.0,68.0,Michigan,East North Central,62.0
2023,MN,H_RECMND,3.0,22.0,75.0,Minnesota,West North Central,72.0
2023,MO,H_RECMND,6.0,26.0,68.0,Missouri,West North Central,62.0
2023,MS,H_RECMND,7.0,23.0,70.0,Mississippi,East South Central,63.0
2023,MT,H_RECMND,5.0,25.0,70.0,Montana,Mountain,65.0
2023,NC,H_RECMND,7.0,27.0,66.0,North Carolina,South Atlantic,59.0
2023,ND,H_RECMND,3.0,24.0,73.0,North Dakota,West North Central,70.0
2023,NE,H_RECMND,3.0,21.0,76.0,Nebraska,West North Central,73.0
2023,NH,H_RECMND,6.0,24.0,70.0,New Hampshire,New England,64.0
2023,NJ,H_RECMND,9.0,29.0,62.0,New Jersey,Mid-Atlantic,53.0
2023,NM,H_RECMND,8.0,29.0,63.0,New Mexico,Mountain,55.0
2023,NV,H_RECMND,9.0,26.0,65.0,Nevada,Mountain,56.0
2023,NY,H_RECMND,9.0,29.0,62.0,New York,Mid-Atlantic,53.0
2023,OH,H_RECMND,5.0,26.0,69.0,Ohio,East North Central,64.0
2023,OK,H_RECMND,6.0,23.0,71.0,Oklahoma,West South Central,65.0
2023,OR,H_RECMND,5.0,24.0,71.0,Oregon,Pacific,66.0
2023,PA,H_RECMND,6.0,26.0,68.0,Pennsylvania,Mid-Atlantic,62.0
2023,RI,H_RECMND,7.0,23.0,70.0,Rhode Island,New England,63.0
2023,SC,H_RECMND,7.0,26.0,67.0,South Carolina,South Atlantic,60.0
2023,SD,H_RECMND,2.0,22.0,76.0,South Dakota,West North Central,74.0
2023,TN,H_RECMND,7.0,26.0,67.0,Tennessee,East South Central,60.0
2023,TX,H_RECMND,6.0,22.0,72.0,Texas,West South Central,66.0
2023,UT,H_RECMND,4.0,20.0,76.0,Utah,Mountain,72.0
2023,VA,H_RECMND,7.0,25.0,68.0,Virginia,South Atlantic,61.0
2023,VT,H_RECMND,6.0,24.0,70.0,Vermont,New England,64.0
2023,WA,H_RECMND,6.0,26.0,68.0,Washington,Pacific,62.0
2023,WI,H_RECMND,4.0,24.0,72.0,Wisconsin,East North Central,68.0
2023,WV,H_RECMND,7.0,25.0,68.0,West Virginia,South Atlantic,61.0
2023,WY,H_RECMND,4.0,26.0,70.0,Wyoming,Mountain,66.0
2016,MD,H_RECMND,6.5,27.5,66.0,Maryland,South Atlantic,59.5
